,name,date,stars,text,boaDate,boaText,source
358,Edward ,10/24/2020,1,The Bank in my opinion is very tough to work with when it comes to customer service and getting service in a timely manner. I have had to spend much time and speak with many people to get any answer and any need satisfied.,,,consumeraffairs.com
359,Tonya ,10/22/2020,1,"I have handled all of my banking needs with BofA for almost 30 years. After all of this time, I made a mistake thinking one of my direct deposits had already been deposited and wrote a check to my son. He cashed the check and the following day two payments, which were already scheduled, was withdrawn from my account. My direct deposit arrived the following day. Bofa did refund one of the overdraft fees but refused to return the other, citing an inability to override the system (a lame excuse, at best). This is the FIRST time in nearly 30 years that I received an overdraft fee let alone two; however, my good standing meant nothing. ",,,consumeraffairs.com
360,Martha ,10/17/2020,1,"Teller mislead, fail to inform me about my check deposit was going to be on hold. For a whole week. I especially asked her was there going to be a hold and she said no. Now the people on the phone telling me that there’s nothing they can do. And apparently as of today they stopped giving any funds till the money is available. I’m extremely disappointed with them for they are not being truthful to their customers. Now I’m having to deal with pass due bills and no money till then.",,,consumeraffairs.com
361,Shannon ,10/15/2020,1,"I have been trying for 3 months now to resolve an issue with a HELOC. An issue that did not happen on my end, but when BOA's systems changed over. They reported me to the credit agencies (my first EVER). Destroyed my credit score. The one person who actually DID spend time with me (almost 3 months ago) couldn't figure it out. Fast forward 3 months, I cannot access my account - I can't even pay off because nobody can give me an accurate amount. ",,,consumeraffairs.com
362,Frankie ,10/15/2020,1,"Above all else is just bad customer service wait times, having to be on hold for over 4 hours for four days in a row is beyond me. Having to explain to each representative my issue and then to be put on hold for 15-20 minutes for them just to come back and say, ""Sorry I have to transfer you to another department,"" and then for that department just to say, ""Sorry I have to transfer you again,"" after waiting on hold from the last transfer. All that when I already told the first person I talk to what department I needed to begin with. I went through that four days in a row.",,,consumeraffairs.com
363,Joseph ,10/09/2020,2,"I have used the Bank of America in Old Saybrook for several years. I live in the Bank's neighborhood and get a chance to observe it closely (one of the few reasons I went there in the first place, I suppose.) I complained earlier in the Covid crisis, as the Bank was closed (other than an ATM), and because of the unavailability of cash in the ATM. I saw, and had personal experiences, as people walked away disappointed with no cash in their hands because of the empty ATM. A second (drive up ATM) has been added. Now I REGULARLY count a dozen cars in line, waiting for non ATM services, that stretches out to the street. My visit to the drive up teller today took 40 minutes.! (I think there might be another person in there, but only one human at a window. ) I actually saw a man standing in line WITH THE CARS to see a teller, obviously not being able to do his business with the machine!",,,consumeraffairs.com
364,Jennifer ,10/08/2020,1,"I have been on hold with the fraud claims department for well over an hour, which I think might be manageable if it weren't for the infuriating recording that chants EVERY 10 SECONDS OR SO. ""Thank you for continuing to hold, your call is important to us and will be answered by the next available associate."" Ok once would suffice, at this point I'm ready to throw my phone across the room... I have no choice though. I have to file this claim so I cant hang up... So I wait...and wait....and wait.. Cant wait till I do finally reach someone bc they are going to get an earful lol.",,,consumeraffairs.com
365,C ,10/08/2020,1,Paying my bill through a bank teller machine. There was a two cent left overdue on my charge card owed and they denied me credit for that and billed me for two cents. I Called to have it removed. They declined.,,,consumeraffairs.com
366,Rusti ,10/06/2020,5,"I have been a Bank of America customer for about 10 years. I have my checking, savings, auto and personal loans with them. They have always notified me when there was any abnormal charges on any of my accounts. They have also immediately refunded any money that was taken out of my account.",,,consumeraffairs.com
367,Mary ,10/06/2020,1,"I would never use Bank of America (BOA) again for any product nor service! I was a BOA customer in two areas (a Golden Key International credit card and a mortgage). I was pre-approved for a mortgage, but the customer service was so bad as well as the communications that I ended up having to go through Caliber, another company that also pre-approved me. They were much faster and the customer service was far better than BOA's. They also gave me a lower rate than BOA in the end. It was highly stressful swapping to another lender at the end, and I almost lost my condo because of the horrible BOA service and bad communications (and even misinformation) at times.",,,consumeraffairs.com
368,Harold ,10/05/2020,1,Bank of America does not protect its customers. My most recent experience with him was very poor. Someone managed to hack into our account and send up electronic payment monthly. Several months passed before we caught this. We were assured by our local branch that we would be refunded our money. They recommended that we shut her account down immediately. We did so. We patiently waited on our money to be returned to one of our other accounts. We were told this could take up to six months.,,,consumeraffairs.com
369,TR ,10/02/2020,1,"I am an In Home Care Aide working for the Count of Los Angeles, and I received a series of paychecks sent by the county of Los Angeles based on the time sheets that I submitted to them. This included back pay for the last 3 months +. The checks are signed by the State Treasurer Betty Yee. First they said that there would be a temporary hold put on the checks until Midnight that night. This was true, and the funds were cleared by when I paid my rent at 6am upon waking. At 6:34 am I received a message stating that a hold was put on one of the checks, but they put a hold on all five of the checks, and refused to remove them in spite of the fact that it will cause my bills to be shut off. I have the paycheck stubs where Federal and local taxes were taken out, as well as my union dues to prove that there is no mistake. They won't even consider looking at them.",,,consumeraffairs.com
370,Lanietra ,10/02/2020,1,"I spoke with a representative over 30 days ago about a stop payment. Now the company's name is very close to the company I rent from. I just spoke with Bank of America YESTERDAY about a transaction the company were trying to pull out by debit. I did a transaction with my checking account for my rent all trying to process at the same time. Bank of America assure me they would correct it, they even went so far to verify the amount that needed to be stopped and company name. I look this morning. The stopped payment on my rent was credited back onto my account and they allowed the other payment to go through along charged me a 35.00 stop payment fee. When I’m done saying what I need to say to Bank of America this morning and they correct this I’m closing it immediately. I’ll stick with my credit union. Now I may have to pay late fees and a return check fee towards my rent because of Bank of America error. Never again.",,,consumeraffairs.com
371,Hector ,10/01/2020,5,Reloaded from payor on time every week. Card controls are excellent because you can stop any online or atm activity anytime. I feel my account is safe. You can only access account info from your own device.,,,consumeraffairs.com
372,Alonzo ,09/28/2020,1,It's been a whole month that my card has been closed. I have tried to contact the fraud department through email and over the phone. I'm on hold for an hour or more then they just hang up. Bank of America is not American. They have no consideration for older people let alone any other customer. If you dont like helping people dont get a job in customer service. You young people are so lazy it sickening.,,,consumeraffairs.com
373,Imtiaz ,09/22/2020,1,I deal with them for around 2 decades but their customer service is very poor recently. I was promised a financial settlement offer for one of their credit cards recently but they didn’t process the same as they promised. I had to call them several times but they are extremely unhelpful. Planning to open an account with another bank soon.,,,consumeraffairs.com
374,James ,09/18/2020,1,Wasn’t able to get anything accomplished with my hard earn working money that was directly deposit in their account and then was told I was unable to withdraw and they will have to send me a cashiers check due to the fact of their errors. Their slogan is we're in this together. I’ve been without my hard earned money for over two weeks now. Now you’re telling me I have to wait another 7 to 10 business days to get a check in the mail. Unacceptable for a bank to tell their customer that’s been loyal for a year. Now I’m still trying to find families to give me help feed my four children and still be able to make it to work.,,,consumeraffairs.com
375,Anonymous,09/12/2020,1,"During Coronavirus BofA has changed week hrs to 10-4 & closed on Sat. ALL other comparable banks are open earlier, close later & are open on Sat, w/ full staff. We find it impossible to do our necessary business banking at the counter during these hours & have had payments delivered late because of it. Very angry customer!",,,consumeraffairs.com
376,Hong ,09/12/2020,1,Bank of America charges are actually abusive and extremely high interest charges. I had a negative $70 in my account from autopay that I forgot about and they charged me $350 of overdraft fees. I told the manager that my business has been closed since March due to COVID-19 restrictions and asked him there is anything they can do to help reverse those charges. He said he can not do anything unless it’s fraud related transactions and suggested I open a credit card. He said the overdraft fees is not something new and it is something we all need to get adapted to. He does not care how my business or any businesses have been suffering from COVID-19.,,,consumeraffairs.com
377,Mark ,09/11/2020,1,"If I could give zero stars I would, but it makes me put at least one. After we fell on hard times, we were made aware of the H.A.R.P. program. We used the program to what we were told would bring us current on our payments and put us back in good standing. We were told all missed payments would be tacked onto the end of our loan and we had nothing more to worry about. We were shocked when due to the low interest rate we decided to refinance our home and were informed our home had a lien placed on it by these crooks. Now we have to pay $18000.00 to remove the lien. We were never informed of any lien even after these crooks sold our loan to another mortgage company. Apparently they have done this to thousands of homeowners that won't know until they either refinance or sell their home. I would never go through these crooks for a home mortgage.",,,consumeraffairs.com
378,Ingrid ,09/10/2020,1,Horrible Service. 90 min wait on phone for over a month everyday for over a month and when you stay on hold that long no one seems to be able to help you. I have been on hold 90 minutes again today and still holding.,,,consumeraffairs.com
379,Gary ,09/10/2020,1,"We have been BofA customers for decades -- checking, savings, mortgage, home equity, credit cards. BofA mistakenly rejected our regular July 2020 payment on our home equity line, asserting that it should have been sent to NationStar, where BofA transferred our mortgage a few years ago. This was clearly BofA's error. We have been unable to get BofA to correct its error, despite several letters, calls and online communications. BofA is still holding onto our July payment without applying it to our home equity account and has designated us delinquent borrowers. It is apparent that BofA customer service is designed and intended to discourage anyone from using it. We are in the process of closing all of our accounts to moving them to another bank. And we are supposedly preferred customers. Hah! My recommendation is to avoid BofA like the plague.",,,consumeraffairs.com
380,Stetson ,09/02/2020,1,"Terrible experience. Was in the middle of setting up a primary checking, savings, personal credit cards, business account, getting a secondary real estate loan, and setting up several investment programs. Was disconnected from the representative. Called back in to finish setting up these accounts. As expected, reached another representation on the second call. Asked if it was possible to be transferred to the original representative I was speaking to, so I did not have to restate the purpose of the accounts and the goals for each. ",,,consumeraffairs.com
381,Audrey ,09/01/2020,1,If you have an overdraft of $ 5 they will charge you $35 for each transaction and refuse to waiver. You might have an overdraft of $70 per day for an automated deduction of $10 each transaction. Be careful! Consider your options before getting an account with them.,,,consumeraffairs.com
382,Amy ,08/26/2020,1,"We have a few occasions of checks deposited to our business account that later are marked as ""duplicates"" and reversed. The bank then reverses the transaction and we never get paid for the check. We are super busy and have waited hours online and still not fixed. Then we don't get paid on those checks. This has happened a number of times. I would never have used Bank of America knowing this problem.",,,consumeraffairs.com
383,Brent ,08/16/2020,1,"I've had numerous bad experiences with BOA, but decided to write a review after this last one. I have a $50k check I sent to the IRS. I have a notice from the IRS that I now owe more because they never received payment. I tried to get BOA to help me understand where the money is. It is not in my account, etc... After >1 hour on the phone, transferred 3 times I finally asked for someone empowered to do something. Transferred again I asked this person to give me a number or something in case we were disconnected. ""We wont get disconnected"" he said as he put me on hold again. Then we were disconnected. Like I said, this is typical with BOA so I finally decided to put it in writing to see if I can help them wake up a bit and address the real issues. More overly gushy, insincere, awkward greeters is not what is needed to fix the real issues.",,,consumeraffairs.com
384,Victor ,08/14/2020,1,"August 10 2020 around 2pm, I visited BofA 1640 Van Ness Ave. branch to withdraw EDD funds. On entering was intercepted by ""**"" who asked reason for my visit. I said to make an EDD ""PREPAID"" a/c withdrawal. I asked for advice e.g. if I could instead withdraw at ATM using my Edd card or at home on my computer? She incoherently rambled on instructing convoluted withdrawal options. I replied, ""I'll wait in the line thanks."" On reaching the teller position I explained what I wanted, providing EDD card, personal a/c card, and driver license. The young lady teller attending said my D/license had expired.",,,consumeraffairs.com
385,Mark ,08/14/2020,1,On August 13th 2020 at around 3pm I talked to VANESSA who works in the consumer and small business department and I had the WORST experience I have ever had being a Bank of America customer. Backstory: I opened a business bank account on August 7th. I called in to open an online account and I was told that I could not open an online account because I did not have my checking account number and I was also told that I had 7 days to fund the account and that I had to go in person to do so since I didn’t have my business debit card or my business account number yet.,,,consumeraffairs.com
386,Christian ,08/09/2020,2,Just an awful bank. No customer loyalty. Too big to offer quality customer service. Had my mortgage on autopay and they stopped it. Then charged me for not paying my mortgage. Horrible bank and I am a “premiere” client. What a joke. FIND ANOTHER BANK if you are considering starting with BofA.,,,consumeraffairs.com
387,sandra ,08/09/2020,3,"I have been with this bank for over 21 years, since I am in Florida. I feel their services in the bank have deteriorated. There are very few tellers working and the wait is often quite long. When you go in to sit down with any agent, there is also a long wait. It always looks like they are just sitting around and not ready to help. I try to do most of my banking online as their app seems to cover most of my needs.",,,consumeraffairs.com
388,Vanessa ,08/08/2020,4,"I’ve had BoA for about 5 years. It’s an amazing bank versus Chase and Wells Fargo, both of which I’ve had before. The only downside is the $35 overdraft fee. It’s a bit problematic for any bank to have such a high fee. Logically speaking, if a person already can’t afford something what makes you think they could afford an extra $35? Otherwise love this bank.",,,consumeraffairs.com
389,Maria ,08/08/2020,5,"Every time I enter a Bank of America I am greeted by someone near the door or a friendly teller. The bank's app save me a lot of time with its check deposit, transfer between accounts, bill pay and transfer to another person features. I can easily check my balance without logging in and get instant assistant from Erica, the virtual financial assistant.",,,consumeraffairs.com
390,Donald ,08/07/2020,5,Bank of America is very happy to help you any way they can. If I needed a loan they are there to help you with it. They have been my bank for over 40 years. I would say they are worth talking to.,,,consumeraffairs.com
391,Susan ,08/07/2020,5,I have enjoyed banking with BOA since day one. The customer service is second to none and their site is very user friendly. The ATM is the best feature they have. I appreciate that I can deposit checks and cash there which I couldn’t at my previous bank.,,,consumeraffairs.com
392,Kenneth ,08/06/2020,4,They never have enough tellers to take care of the customers and you always need to wait too long to get helped. My time is important and I just don't have time to wait behind 12 people with one window open.,,,consumeraffairs.com
393,Dr Zbrian ,08/06/2020,4,"Bank of America is solid, Competitive bank. My only criticism of the bank is that the fees, and charges excessive. I have often said that they would charge you for the air you breathe if they could. But, all in all, they seem to be the best of the bunch.",,,consumeraffairs.com
394,Suzanne ,08/06/2020,5,Super helpful when needed. Tellers personable. Have not needed other services other than checking account and purchasing cashier's checks. Only disappointment is the inability to re-finance my care through them as I had a credit blemish 12 years ago.,,,consumeraffairs.com
395,Gregory ,08/05/2020,1,"3100 Crow Canyon Place San Ramon CA 94583 NEVER ANSWERS THE PHONE. I tried several times. The system says everyone is busy and ends the call. I only wanted to verify that I could use a notary public before I drive there. No luck at all. Could very well be a waste of time. That is not good customer service. Can't answer the phone ever? Try harder. Update: I drove all the way there and waited in the lobby. The security guard asked if I had an appointment. I said I could not do anything because nobody answered the phone at all. After waiting a guy told me that B of A is not doing notary service for anything but Bank of America business ""right now."" It was in fact a wasted trip and I had to go elsewhere to pay for a notary.",,,consumeraffairs.com
396,Chitra ,08/05/2020,5,"Great service. We have account for many years. The bank is available in all states we stayed. Most of all each time experience is great. Preferred account member’s perk are really helpful. We have very positive experience with opening new account, bill pay and day to day banking.",,,consumeraffairs.com
397,Vicki ,08/05/2020,4,"BOA has been our bank since their beginning. I believe them to be above average on customer service and services. But as a senior citizen, I feel they should have special programs and assistance for this demographic.",,,consumeraffairs.com
398,Jennifer ,08/05/2020,4,"I thoroughly conducted market research before decided to shift the majority of my accounts to Bank of America and I haven't stopped referring people since. Even when I lived in a state without one, I found the technology sufficient to continue using them as my primary institution. Wonderful help!",,,consumeraffairs.com
399,Davis ,08/04/2020,1,"While they make representations regarding availability of funds deposited funds, without notice BoA extends availability of funds one day at a time. It’s completely unacceptable and unprofessional. Find another Bank. If I could give boa a zero, I would.",,,consumeraffairs.com
400,Karen ,08/04/2020,5,We have been with BOA for many years and they have always been there when we needed them. Our house is on a sinkhole and BOA paid off our loan in a very timely manner and we could not have been happier.,,,consumeraffairs.com
401,Shari ,08/04/2020,5,Representatives are extremely helpful. They are always very pleasant and eager to help. They are quick to respond. Have been dealing with BOA for 21 years and have no negative issues. Their App is user friendly.,,,consumeraffairs.com
402,Joseph ,08/04/2020,5,Their app is user friendly. One time I had a scam charge on my credit card and they immediately credited me the amount and reissued a new card and account number. They also offer rebates on groceries and gas charges which gives you a credit to any account with the bank you choose.,,,consumeraffairs.com
403,Debi ,08/03/2020,1,Bank of America is regarded as one of the worst banks for both customer service and account service in general. The loan department has to be among the worst in the nation. They regularly over promise and under deliver. The volume of negative comments and horrible things people report to me as a realtor is astounding. It’s hard for me to imagine the company continues as one of the big players. It proves how change averse consumers truly are.,,,consumeraffairs.com
404,Leah ,08/03/2020,5,"B of A has been my bank since 1968. I have been very pleased with what they offer. They're very professional with me. I just wish, that B of A of stayed in our community and not closed their doors. There is no BofA for over 60 miles away. I'm very unhappy about that.",,,consumeraffairs.com
405,Suzie ,08/03/2020,5,"I love that I can bank from my phone. I have had great results when investing, asking questions about my accounts and securing credit card. I was able to get a mortgage when purchasing my manufactured home.",,,consumeraffairs.com
406,Tiger ,08/02/2020,2,"The customer service at the local location where I reside is not the best. I know that everyone is using the excuse now that the virus is affecting customer service. It's not a surprise to me. It is extremely ""funny"" that when it's time to take money out of my account. The banks are quick to do just that but take days to put the money back into your account. Why is it so hard to put the money back into the account that is associated with that bank? It typically takes 1-3 business days for the refund to process into your account, depending on how your bank processes the refund, and for the funds to appear in your bank account. This is illogical. It is a insult to the consumer.",,,consumeraffairs.com
407,Leslie ,08/02/2020,4,We've been with BOA for over 35 years and have no issues except their limited hours. My husband likes to be able to go in and make his deposits but even the drive-through is limited now (outside of the effects from COVID.),,,consumeraffairs.com
408,Elaine ,08/02/2020,5,What made our experience at the Bank of America outstanding was the customer service. The tellers and bank manager cared and showed empathy. The Frontline employees who served us were very helpful and considerate as well as kind and always trying to please.,,,consumeraffairs.com
409,Laine ,08/01/2020,1,"This bank is anything but ""American."" Plenty of bad experiences, but the worst was when my son, who had enlisted right after the September 11 terrorist attacks, tried to close his account. Miles from home, he called, he wrote, he tried numerous times to close his account and withdraw the money he had in the bank. It was easier for him to use the credit union on the military base. Bank of America refused to work with him. Instead, they charged him outrageous fees until his balance was depleted.",,,consumeraffairs.com
410,Dr Michael ,08/01/2020,1,"I had to tolerate an Area Mgr at a BofA Financial Center who just could not understand my plight despite evidence, documentation, re invalid CC charge. It cost me time and aggravation! Finally, their Area superior intervened.",,,consumeraffairs.com
411,Steven ,08/01/2020,1,"I was an account holder for 38+ years, dating back before BOA took over Fleet Bank. They have charged fees over and over that required extensive phone calls that are not fun, added monthly charges when they were not supposed to etc. The icing on the cake and why I finally dropped them permanently, was when they did not protect me when my son got caught up in a ""Zelle scam"". Ultimately withdrew $1000 from my account, separate from my son's account but connected through my wife... Follow that? Well, I couldn't either! Cost ME $1000.00, they couldn't care less when I told them what they did was illegal and I was closing my account! Rude customer service, not helpful at all! Do not expect them to have your back.",,,consumeraffairs.com
412,Tom ,07/31/2020,3,I dont completely agree on their political views as a company and where their money goes but overall as a bank they have provided a good service. We have been with them many years and their online bill pay service and app keeps us around. Otherwise I would probably switch to another bank that supports my views more.,,,consumeraffairs.com
413,Joanne ,07/31/2020,5,"I have been a B of A customer for over 40 years. Yes, I have accounts at other banks, so I have a point of comparison. The bulk of my funds are at B of A. Their customer service is superior as are their range of services. Also, the availability of bank branches makes it easy to work with them.",,,consumeraffairs.com
414,Ana ,07/30/2020,1,"To make it short they deactivated my card. I called 3 times on hold for 40 min each time. 3 times they told me my card was good to go. I go to my own bank and it's not active. The third time they tell me wait 15 min. I say, ""Ok wait with me on the line till my card is active."" She says, ""Oh I'm sorry I can't, but hold on let me check something."" She acts like she's pressing some keys and Voila! Like magic my card finally works. 15 min no more. Bank of America is pretty unprofessional. Full of bad immoral personnel. They have infants working there. Unethical. I closed my account years ago, cause they are bad. I only wanted to access my online account with them to transfers my funds from edd to my own bank and they gave me hell. Played with my time and money. Locked my account for no reason at all. I hope they rot.",,,consumeraffairs.com
415,Donald ,07/30/2020,1,"My mother is 99 years old who depends on 3 health care aids around the clock at her condo. Her main bank is BOA with various CDS, money market and checking account. Last month her IRA CD matured, but she was not able to speak to a bank representative due to a bad hearing problem. As her son I have POA for her checking account, but not her IRA CD. The money is needed to pay her bills, and BOA wants her to come to the bank with me to release this IRA. I am in San Diego, and can't fly to NJ due to the corona virus. Mom can't leave her condo in NJ. The bank refused to give me their bank power of attorney form as it is their POLICY. ",,,consumeraffairs.com
416,Christine ,07/30/2020,3,I feel customer service could be a little more understanding and listen more when there is a problem or something you do not understand instead of giving you phone number after phone number to call to understand why you are having problems with your account and close it without any warning or notice. There could be a courtesy call with an explanation of what was wrong and why.,,,consumeraffairs.com
417,Samantha ,07/30/2020,3,Since this bank has gotten larger and offer more and different services its customer service has definitely suffered. Drive through is no longer an option now with the pandemic. Less choices are available. Originally to replace drive through they instilled the teller assist which has now been dissolved. The fees for banking with Bank of America has definitely gotten just ridiculous. I have banked with Bank of America before they were even Bank of America. I have banked with other banks as well and Bank of America has definitely fallen on expectations and it’s just sad to say that they are not my favorite bank.,,,consumeraffairs.com
418,Joe ,07/30/2020,5,"Their customer service is excellent. I especially like the service when I take a problem to the bank. Issues are resolved quickly by friendly staff. They also are willing to resolve technical questions relevant to their apps, which are too complex for me. I have to admire their patience!!",,,consumeraffairs.com
419,Callie ,07/29/2020,5,"They've been diligent in monitoring our account, catching any suspicious behavior immediately. Their customer service has been nothing but amazing. So far we've run into no problems and we've been with them for years.",,,consumeraffairs.com
420,Ron ,07/29/2020,1,A terrible bank. Worst customer service ever and unprofessional. How they Catrine b the name of bank of America’s Failure naming and banking stay away. Stay away tarah and shame bank.,,,consumeraffairs.com
421,CARLA B ,07/29/2020,5,Bank of America is great. I have had many banks in my lifetime but this bank is for real. In person they help w/ all banking issues. Nothing is ever left unsaid. From teller to managers are always very helpful.,,,consumeraffairs.com
422,Bobby ,07/28/2020,3,"Bank of America is a decent company. We have had a credit card with them in the past. The interest rate was decent and the credit limit was representative to our credit scores and income. We did not like the annual fee and thought it was a little too high. Overall, we were pleased with them.",,,consumeraffairs.com
423,Sharon ,07/28/2020,5,"I've had BofA for many yrs. Heard good and bad, I messed up big time with over withdrawals, they worked with me and gave me time to get the money back in. They didn't have to. Taught me a lesson. Since then I have walked a tight rope.",,,consumeraffairs.com
424,Angela ,07/28/2020,5,"Best Bank ever since 2004, I love their customer service and they're always there for us when things go wrong especially like identity theft. Kingwood Texas has great associates and they always ensure they we taken care of when walk in got service.",,,consumeraffairs.com
425,Becka ,07/27/2020,5,"BoA is the whole package - technologically advanced, secure, excellent customer service, and good bank products. I've been a BoA customer for more than 20 years and have (or have had) almost every kind of financial experience you can have with a bank. Except for a few hurdles with a car loan, they have never let me down.",,,consumeraffairs.com
426,Pattie ,07/27/2020,2,"The clerks have changing rules depending upon who they're talking to and if the boss can hear them. With our account, my husband could close it without my permission and cash our checks without my signature, but the same woman wouldn't do the same for me.",,,consumeraffairs.com
427,Sue ,07/26/2020,3,"Never enough help even before virus. Hours have now been cut due to virus which I understand, but then they should be available on one and on the phone. They are not when I call. I am on hold for at least 15 minutes.",,,consumeraffairs.com
428,Evelyn ,07/26/2020,5,"I have been with this bank since 1985 and I enjoy all of the services offered. I stayed with them because when I was stationed overseas I was able to use their services wherever I traveled. The bank has services all over the world. So I wanted to be a part of a bank that I felt wouldn’t close down without notice. Even though it’s a large bank, they treat me as though I am the only customer.",,,consumeraffairs.com
429,Sharon ,07/26/2020,4,"I appreciate the security features even though it can be an inconvenience, it is also protecting your money and how fast you can speak to a representative if problems arise. What I don’t like is the virtual assistant Erica. She has never been able to help me and always refers me to customer service. Useless. All in all I have had had a great experience better than my previous institution.",,,consumeraffairs.com
430,Ana ,07/25/2020,5,I've been with Bank of America since 1978. I opened my first account way back then. Never have I had any bad issues or customer service. I can rely on this bank to answer or help with any questions that arise.,,,consumeraffairs.com
431,Linda ,07/25/2020,5,"Whether online or in person this bank is efficient. Great security measures. The online service is easy to navigate and very helpful if you have a purchase that doesn't fulfill the required service. Great rewards on purchases, you get to choose.",,,consumeraffairs.com
432,Edward ,07/25/2020,2,BOA was my top choice of all the banks even if the fund was not in your Account. You had time to put money in the account before they charge you late fees. But nowadays you can't find a bank open to do business and if one is open the lines are soooo long most of the time people will just leave. It's all about online banking problem. You can't get cash online.,,,consumeraffairs.com
433,Vijay ,07/25/2020,4,No issues with banking experience or customer service. There are different types of accounts but the interest rate is not so good. Also the minimum balance option in accounts is not good. No good CD rates.,,,consumeraffairs.com
434,Cecilia ,07/22/2020,1,"I have been banking with Bank of America since 2007 and I have experienced an extreme decline in the quality of customer service they provide. Last week, my debit card was deactivated without my consent or knowledge. I called customer service to find out what happened. They informed me that my card was reported lost/stolen. I told them that I did not make such a report (the card was still in my possession) and I would like a replacement sent as soon as possible. The customer service representative assured me that a new card would be sent out.",,,consumeraffairs.com
